Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,8,2,5,1,1,1,1,14,22,1,0,0,1,1,0,19,0,9,5,12.0,0,0,8.9,1.4,3.51,Graduate
1,8,1,7,1,1,1,1,28,5,0,0,0,1,1,0,18,0,6,5,16.2,0,0,8.9,1.4,3.51,Graduate
1,14,1,17,0,9,1,10,10,10,0,0,0,1,1,0,28,7,13,7,10.285714285714286,0,0,10.8,1.4,1.74,Dropout
1,1,2,7,1,1,1,13,14,10,1,0,0,1,1,0,18,0,5,0,0.0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,11,1,1,1,1,28,10,1,0,0,1,1,1,20,0,7,6,13.571428571428571,0,0,8.9,1.4,3.51,Graduate
1,1,1,8,1,1,1,4,3,4,0,0,0,1,1,0,18,0,7,6,14.285714285714286,0,0,11.1,0.6,2.02,Graduate
1,8,3,9,1,1,1,1,1,4,1,0,0,1,1,0,19,0,7,5,10.2,0,0,12.4,0.5,1.79,Graduate
1,13,1,12,1,1,1,13,14,10,0,0,1,1,1,0,24,0,16,2,10.25,1,1,12.7,3.7,-1.7,Dropout
1,8,4,6,1,1,1,1,3,6,1,0,0,1,1,0,21,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,1,1,14,1,1,1,3,27,5,0,0,0,1,1,1,20,0,7,6,14.833333333333334,0,0,12.7,3.7,-1.7,Graduate
1,15,1,4,1,14,1,13,1,10,1,0,0,1,1,0,21,0,12,5,13.625,0,0,13.9,-0.3,0.79,Graduate
2,1,1,13,1,1,1,13,14,31,0,0,1,1,1,0,24,0,7,7,12.271428571428572,0,0,10.8,1.4,1.74,Graduate
1,12,1,17,0,1,1,23,27,10,0,0,0,1,1,0,27,0,0,0,0.0,0,0,10.8,1.4,1.74,Dropout
1,8,6,9,1,1,1,22,28,10,1,0,1,0,1,0,19,0,8,4,12.5,0,0,8.9,1.4,3.51,Enrolled
1,12,1,3,0,1,1,3,14,5,0,0,0,1,1,0,39,3,10,9,13.22222222222222,0,0,8.9,1.4,3.51,Graduate
1,12,1,1,1,1,1,13,27,10,0,0,0,1,1,0,25,0,13,2,15.0,0,0,12.4,0.5,1.79,Dropout
1,4,1,2,1,3,1,1,2,10,0,0,0,0,1,0,18,0,0,0,0.0,0,0,9.4,-0.8,-3.12,Dropout
1,14,1,5,1,1,1,1,2,10,0,0,0,1,1,0,19,6,12,12,13.166666666666666,0,0,10.8,1.4,1.74,Graduate
1,9,1,15,1,1,1,23,27,10,0,0,0,1,1,1,21,0,8,5,13.833333333333334,0,0,13.9,-0.3,0.79,Graduate
1,4,1,17,0,15,1,1,3,5,0,0,0,1,1,0,27,0,0,0,0.0,0,0,8.9,1.4,3.51,Dropout
1,1,3,9,1,1,1,1,1,6,1,0,0,1,1,0,19,0,6,0,0.0,0,0,7.6,2.6,0.32,Enrolled
1,8,3,12,1,1,1,3,1,3,1,0,0,1,1,0,18,0,8,7,13.154285714285717,0,0,10.8,1.4,1.74,Enrolled
1,4,1,14,1,3,1,16,27,4,1,0,0,1,1,0,27,7,12,9,12.333333333333334,0,0,9.4,-0.8,-3.12,Dropout
1,1,3,15,1,1,1,13,28,9,1,0,1,1,1,0,18,0,6,6,13.0,0,0,12.7,3.7,-1.7,Dropout
1,1,1,8,1,1,1,2,3,10,0,0,0,1,1,0,19,0,14,2,11.5,2,3,9.4,-0.8,-3.12,Enrolled
1,15,1,4,1,14,1,13,28,10,0,0,0,1,1,0,19,0,15,3,13.25,0,0,13.9,-0.3,0.79,Dropout
1,15,1,4,1,14,1,13,1,2,0,0,0,1,1,0,22,0,12,3,13.333333333333334,0,0,15.5,2.8,-4.06,Enrolled
1,7,2,10,1,1,1,13,28,5,1,0,0,1,0,0,18,0,6,6,13.5,0,0,10.8,1.4,1.74,Graduate
1,7,4,15,1,1,1,22,27,10,1,0,0,1,0,1,18,0,7,6,12.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,14,1,9,1,1,1,4,14,3,0,0,0,1,0,0,23,7,18,11,15.090909090909092,1,0,9.4,-0.8,-3.12,Dropout
1,9,4,2,1,1,1,1,4,10,1,0,1,0,1,0,20,0,0,0,0.0,0,0,9.4,-0.8,-3.12,Dropout
1,8,3,15,1,1,1,2,1,4,1,0,0,1,1,0,18,0,7,6,13.166666666666666,0,0,16.2,0.3,-0.92,Graduate
1,1,4,15,1,1,1,13,14,10,1,0,0,1,1,0,18,0,6,6,12.833333333333334,0,0,12.4,0.5,1.79,Graduate
1,8,3,7,1,1,1,1,14,20,1,0,0,1,1,0,18,0,7,5,11.8,0,0,8.9,1.4,3.51,Enrolled
1,8,2,15,1,1,1,13,1,10,1,0,0,1,1,0,20,0,6,6,11.833333333333334,0,0,12.7,3.7,-1.7,Graduate
1,1,3,15,1,1,1,3,1,3,1,0,0,1,1,0,20,0,6,5,12.8,0,0,15.5,2.8,-4.06,Graduate
1,15,1,5,1,14,1,1,1,5,0,0,0,1,1,0,21,2,7,5,11.8,0,0,12.4,0.5,1.79,Dropout
1,14,1,2,1,1,1,13,14,10,0,0,0,1,1,0,22,0,0,0,0.0,0,0,13.9,-0.3,0.79,Enrolled
1,8,1,7,1,1,1,13,1,6,1,0,0,1,1,0,20,0,7,5,15.8,0,0,11.1,0.6,2.02,Dropout
1,1,1,2,1,1,1,1,27,10,0,0,1,1,1,0,19,0,0,0,0.0,0,0,15.5,2.8,-4.06,Enrolled
1,15,1,7,1,14,1,23,14,10,1,0,0,1,1,0,19,0,9,2,12.5,0,0,12.4,0.5,1.79,Enrolled
1,8,1,14,1,1,1,1,1,5,1,0,0,1,1,0,20,0,9,6,14.666666666666666,0,0,8.9,1.4,3.51,Graduate
1,15,1,6,1,14,1,13,27,6,1,0,0,1,1,0,19,2,10,4,12.5,0,0,12.4,0.5,1.79,Dropout
1,1,1,7,1,1,1,1,10,4,1,0,0,1,1,0,19,0,7,3,12.0,0,0,11.1,0.6,2.02,Dropout
1,6,1,7,1,1,14,2,2,3,0,0,1,1,1,0,24,2,8,7,13.142857142857142,0,0,8.9,1.4,3.51,Enrolled
1,8,1,14,1,1,1,13,1,6,0,0,1,1,1,0,18,0,6,3,12.666666666666666,0,0,10.8,1.4,1.74,Dropout
1,1,1,7,1,1,1,13,14,10,0,0,0,0,1,1,18,0,6,5,15.0,0,0,8.9,1.4,3.51,Enrolled
1,1,1,10,1,1,1,13,28,10,1,0,1,1,0,0,18,0,7,5,13.6,0,0,8.9,1.4,3.51,Dropout
1,8,5,15,1,1,1,1,1,8,1,0,0,1,0,0,18,0,6,6,12.5,0,0,8.9,1.4,3.51,Graduate
1,8,1,10,1,1,1,13,27,10,1,0,0,1,0,1,21,0,7,6,13.333333333333334,0,0,12.4,0.5,1.79,Graduate
1,6,1,6,1,1,14,22,27,10,0,0,0,1,0,0,18,0,13,4,12.25,0,0,11.1,0.6,2.02,Dropout
1,1,1,12,1,1,1,1,14,4,1,0,0,1,0,1,18,0,7,7,15.101428571428572,0,0,11.1,0.6,2.02,Graduate
1,1,2,10,1,1,1,13,27,10,1,0,0,1,0,1,18,0,6,6,13.166666666666666,0,0,10.8,1.4,1.74,Graduate
1,9,6,3,0,1,1,3,14,3,1,0,0,1,0,0,23,0,8,4,11.0,0,0,13.9,-0.3,0.79,Dropout
1,1,2,9,1,1,1,3,14,3,1,0,0,1,0,0,21,0,9,3,11.666666666666666,0,0,8.9,1.4,3.51,Graduate
1,1,1,10,1,1,1,13,28,8,0,0,0,1,0,0,20,0,13,1,10.0,0,0,9.4,-0.8,-3.12,Enrolled
1,8,1,3,0,1,1,19,24,1,1,0,0,1,0,0,26,4,15,7,11.571428571428571,0,0,7.6,2.6,0.32,Dropout
1,1,6,15,1,1,1,1,14,5,1,0,0,1,0,1,18,0,6,6,12.166666666666666,0,0,7.6,2.6,0.32,Enrolled
1,1,1,2,1,1,1,3,27,10,1,0,0,1,0,0,18,0,0,0,0.0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,14,1,1,1,13,14,10,0,0,0,0,0,1,19,0,6,6,13.833333333333334,0,0,8.9,1.4,3.51,Graduate
1,1,3,12,1,1,1,13,1,10,1,0,0,1,0,1,20,0,10,6,12.357142857142858,0,0,13.9,-0.3,0.79,Graduate
1,1,3,15,1,1,1,23,14,8,1,0,1,0,0,0,19,0,7,6,12.166666666666666,0,0,16.2,0.3,-0.92,Dropout
1,15,1,10,1,14,1,22,14,29,1,0,1,1,0,0,21,3,8,3,12.0,0,0,12.4,0.5,1.79,Enrolled
1,12,1,11,1,1,1,22,27,5,0,0,0,1,0,0,33,5,14,9,12.416666666666666,0,0,10.8,1.4,1.74,Graduate
1,1,2,6,1,1,1,3,28,5,0,0,0,1,0,0,18,0,7,4,12.75,0,0,7.6,2.6,0.32,Graduate
1,13,1,12,1,6,1,22,1,10,0,0,0,1,0,0,21,12,33,18,14.933333333333334,12,12,7.6,2.6,0.32,Graduate
1,1,1,15,1,1,1,3,14,3,1,0,0,1,0,0,19,0,6,6,13.0,0,0,8.9,1.4,3.51,Graduate
4,12,1,16,1,12,1,23,14,10,0,0,1,0,0,0,33,0,7,7,12.857142857142858,0,0,8.9,1.4,3.51,Enrolled
2,1,4,12,1,1,1,23,28,6,1,0,0,1,0,0,18,0,10,7,14.455000000000002,0,0,15.5,2.8,-4.06,Graduate
1,1,1,14,1,1,1,1,14,5,0,0,0,1,0,1,18,0,8,6,14.0,0,0,11.1,0.6,2.02,Graduate
1,1,3,15,1,1,1,13,28,5,1,0,0,1,0,1,20,0,6,6,13.5,0,0,11.1,0.6,2.02,Graduate
1,1,2,11,1,1,1,22,27,7,1,0,0,0,0,0,20,0,0,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,8,2,3,0,1,1,13,1,2,0,0,0,1,0,1,20,0,6,6,11.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,8,1,6,1,1,1,1,27,5,1,0,0,1,0,1,19,0,6,4,12.0,0,1,10.8,1.4,1.74,Graduate
1,1,3,10,1,1,1,23,27,9,1,0,0,1,0,1,19,0,7,6,11.714285714285714,0,0,13.9,-0.3,0.79,Graduate
1,8,3,10,1,1,1,26,1,3,1,0,0,1,0,0,21,0,8,6,12.666666666666666,0,0,11.1,0.6,2.02,Graduate
1,12,1,6,1,1,1,3,3,5,1,0,0,1,0,0,26,0,11,3,11.75,0,0,12.4,0.5,1.79,Enrolled
1,8,1,10,1,1,1,22,27,9,0,0,0,1,0,0,21,0,0,0,0.0,0,0,16.2,0.3,-0.92,Dropout
1,1,4,12,1,1,1,13,28,6,1,0,0,1,0,0,18,0,8,7,12.328571428571427,0,0,12.7,3.7,-1.7,Graduate
5,12,1,16,1,12,1,22,27,10,0,0,0,1,0,0,27,0,14,6,11.666666666666666,0,0,12.4,0.5,1.79,Dropout
1,14,1,5,1,1,1,1,28,4,1,0,0,1,0,1,20,5,12,12,13.25,0,0,15.5,2.8,-4.06,Graduate
1,14,1,14,1,14,1,13,3,8,0,0,0,1,0,0,21,0,8,5,11.833333333333334,0,2,16.2,0.3,-0.92,Enrolled
1,8,1,13,1,1,1,23,27,10,1,0,0,1,0,1,18,0,7,7,13.3,0,0,15.5,2.8,-4.06,Graduate
1,15,1,6,1,14,1,1,14,10,1,0,0,1,0,0,20,1,13,6,12.555555555555555,0,0,16.2,0.3,-0.92,Enrolled
1,1,1,15,1,1,1,1,14,5,1,0,0,1,0,0,18,0,6,6,12.833333333333334,0,0,11.1,0.6,2.02,Graduate
1,15,1,10,1,14,1,1,1,4,0,0,0,1,0,1,20,3,6,6,12.833333333333334,0,0,13.9,-0.3,0.79,Graduate
1,1,2,6,1,1,1,1,14,5,1,0,0,1,0,1,19,0,10,3,12.666666666666666,1,0,12.7,3.7,-1.7,Graduate
1,1,5,12,1,1,1,22,3,10,1,0,0,1,0,0,20,0,8,6,13.271428571428572,0,0,13.9,-0.3,0.79,Graduate
1,1,1,17,0,1,1,13,27,6,0,0,0,1,0,1,20,0,5,5,12.4,0,0,10.8,1.4,1.74,Graduate
1,15,1,6,1,14,1,23,1,6,0,0,0,1,0,0,20,0,10,2,14.5,1,0,12.7,3.7,-1.7,Enrolled
1,1,3,10,1,1,1,13,1,8,1,0,1,1,0,0,19,0,7,0,0.0,0,0,13.9,-0.3,0.79,Dropout
1,1,1,15,1,1,1,3,3,15,0,0,0,1,0,0,18,0,7,6,14.285714285714286,0,0,8.9,1.4,3.51,Graduate
1,1,1,6,1,1,1,23,28,10,1,0,0,1,0,0,18,0,7,3,12.333333333333334,0,0,10.8,1.4,1.74,Graduate
1,8,1,12,1,1,1,23,27,10,1,0,0,1,0,1,19,0,10,6,12.583333333333334,0,0,13.9,-0.3,0.79,Graduate
1,1,6,12,1,1,1,10,27,6,1,0,0,1,0,0,19,0,8,6,13.731666666666667,0,0,12.4,0.5,1.79,Dropout
1,12,1,4,1,12,1,22,27,10,0,0,0,1,1,0,43,0,8,6,12.875,0,0,16.2,0.3,-0.92,Enrolled
2,13,1,5,1,1,1,22,17,1,0,0,0,1,1,0,47,8,14,8,14.625,0,0,9.4,-0.8,-3.12,Dropout
1,13,1,9,1,1,1,19,24,13,1,0,0,0,1,0,23,0,3,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,1,1,10,1,1,14,13,14,10,1,0,1,1,0,1,19,0,8,6,12.666666666666666,0,0,8.9,1.4,3.51,Graduate
1,13,1,12,1,1,1,3,3,3,1,0,0,1,0,0,20,0,11,6,12.491666666666667,0,0,12.7,3.7,-1.7,Graduate
1,1,1,2,1,1,1,1,3,5,1,0,0,1,0,1,19,6,12,12,13.666666666666666,0,0,8.9,1.4,3.51,Graduate
1,8,1,6,1,1,6,22,27,10,1,0,0,1,0,0,19,0,13,6,16.0,0,0,15.5,2.8,-4.06,Graduate
1,15,1,6,1,14,1,13,27,5,1,0,0,1,0,0,19,2,8,6,14.142857142857142,0,0,13.9,-0.3,0.79,Graduate
1,12,1,3,0,12,1,13,14,22,0,0,1,1,0,1,39,0,9,6,11.833333333333334,0,0,11.1,0.6,2.02,Graduate
1,1,1,5,1,1,1,1,1,4,1,0,0,1,0,1,20,0,6,6,12.666666666666666,0,0,10.8,1.4,1.74,Graduate
1,8,1,5,1,1,1,23,14,10,1,0,0,1,0,0,21,0,6,6,12.5,0,0,7.6,2.6,0.32,Graduate
1,14,5,10,1,1,10,22,14,10,1,0,1,0,0,0,22,5,16,9,10.88888888888889,0,1,9.4,-0.8,-3.12,Graduate
1,1,2,15,1,1,1,13,28,6,1,0,0,1,0,0,19,0,11,1,13.0,0,0,7.6,2.6,0.32,Dropout
1,8,1,14,1,1,1,1,14,20,1,0,0,1,0,0,22,0,6,6,15.166666666666666,0,0,13.9,-0.3,0.79,Graduate
1,3,2,16,1,1,1,13,14,4,1,0,0,1,0,1,19,0,8,6,12.666666666666666,0,0,12.7,3.7,-1.7,Graduate
1,1,1,2,1,1,1,22,28,10,1,0,1,1,1,0,18,0,0,0,0.0,0,0,7.6,2.6,0.32,Dropout
5,12,1,9,1,1,1,13,14,10,0,0,0,1,1,0,26,0,9,5,12.0,0,0,11.1,0.6,2.02,Enrolled
1,12,1,17,0,1,1,22,27,10,0,0,0,0,1,0,36,0,5,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,9,1,2,1,1,1,13,2,6,1,0,1,1,1,1,20,0,0,0,0.0,0,0,12.4,0.5,1.79,Graduate
2,12,1,9,1,1,1,22,27,10,0,0,0,1,1,0,30,0,8,2,11.0,0,0,15.5,2.8,-4.06,Dropout
1,14,1,4,1,1,1,1,1,5,0,0,0,1,1,0,24,0,7,6,15.714285714285714,0,0,15.5,2.8,-4.06,Dropout
1,1,1,9,1,1,1,19,24,1,0,0,0,1,1,0,26,11,15,11,10.818181818181818,0,1,7.6,2.6,0.32,Dropout
1,1,1,9,1,1,1,13,28,10,0,0,0,0,1,0,19,0,16,1,12.0,0,0,13.9,-0.3,0.79,Dropout
5,12,1,10,1,1,1,13,28,10,0,0,0,1,1,0,34,0,8,5,12.6,0,0,12.4,0.5,1.79,Graduate
1,14,1,8,1,1,1,1,1,2,1,0,0,1,1,0,33,0,12,1,13.0,2,0,9.4,-0.8,-3.12,Enrolled
1,8,6,9,1,1,1,13,1,10,1,0,0,1,1,0,19,0,8,5,11.6,1,0,9.4,-0.8,-3.12,Graduate
1,8,5,7,1,1,1,13,1,5,1,0,1,0,1,0,26,0,11,1,10.0,0,0,8.9,1.4,3.51,Dropout
1,12,1,14,1,1,1,23,27,8,0,0,0,1,1,0,29,0,7,1,14.0,0,0,16.2,0.3,-0.92,Dropout
1,8,5,7,1,1,1,13,27,10,1,0,0,1,1,1,19,0,9,5,12.6,0,0,8.9,1.4,3.51,Dropout
1,8,1,2,1,1,1,1,1,10,1,0,0,1,1,0,18,0,0,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,12,1,17,0,12,1,13,27,10,0,0,0,0,1,0,29,0,11,2,11.333333333333334,0,0,11.1,0.6,2.02,Dropout
1,14,1,11,1,1,1,22,27,10,0,0,0,1,1,0,21,0,6,6,12.666666666666666,0,0,9.4,-0.8,-3.12,Graduate
1,8,1,11,1,1,1,1,1,5,0,0,0,1,1,0,19,0,7,5,10.8,0,0,10.8,1.4,1.74,Enrolled
1,1,1,12,1,1,1,23,28,6,0,0,0,1,1,0,20,0,14,5,12.87857142857143,0,0,15.5,2.8,-4.06,Graduate
1,1,1,6,1,1,1,3,1,3,0,0,0,1,1,0,18,0,5,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,8,3,5,1,1,1,23,27,6,1,0,0,1,1,0,18,0,6,6,12.833333333333334,0,0,15.5,2.8,-4.06,Enrolled
1,1,1,9,1,1,1,19,24,13,0,0,1,1,1,1,21,0,5,5,12.6,0,0,10.8,1.4,1.74,Enrolled
1,1,1,9,1,1,1,1,1,5,1,0,0,1,1,0,20,0,0,0,0.0,0,0,8.9,1.4,3.51,Dropout
1,12,1,7,1,1,1,22,27,10,0,0,0,1,1,1,30,0,11,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,9,2,14,1,1,1,22,28,5,1,0,0,1,1,0,19,0,6,6,14.166666666666666,0,0,13.9,-0.3,0.79,Graduate
1,16,1,9,1,1,1,1,14,10,1,0,0,1,1,0,30,0,7,5,13.4,0,0,8.9,1.4,3.51,Dropout
1,1,1,9,1,1,1,23,1,6,1,0,0,1,1,1,22,0,8,5,11.2,0,0,12.7,3.7,-1.7,Graduate
1,8,3,2,1,1,1,22,27,6,1,0,0,1,1,0,22,0,0,0,0.0,0,0,12.4,0.5,1.79,Graduate
1,8,4,5,1,1,1,1,1,10,1,0,1,0,1,0,19,0,6,6,12.666666666666666,0,0,11.1,0.6,2.02,Dropout
1,8,2,14,1,1,1,1,14,6,1,0,0,1,1,0,21,0,7,3,12.333333333333334,0,0,7.6,2.6,0.32,Dropout
1,8,4,6,1,1,1,23,28,23,0,0,0,1,1,0,21,0,7,4,12.25,0,0,7.6,2.6,0.32,Graduate
1,15,1,2,1,14,1,13,28,10,1,0,1,1,1,1,21,0,0,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,12,1,9,1,1,1,1,14,5,0,0,0,1,1,0,27,0,13,3,10.75,0,0,15.5,2.8,-4.06,Dropout
1,14,1,1,1,1,1,22,27,2,1,0,0,1,1,0,32,0,7,0,0.0,0,0,13.9,-0.3,0.79,Dropout
1,12,1,14,1,9,1,22,1,10,0,0,1,0,1,0,40,0,13,0,0.0,0,0,15.5,2.8,-4.06,Dropout
1,1,2,9,1,1,1,22,1,6,1,0,0,1,1,0,20,0,9,2,14.333333333333334,0,0,7.6,2.6,0.32,Enrolled
1,15,1,8,1,14,1,4,4,3,1,0,0,1,1,0,20,1,8,2,11.5,0,0,12.7,3.7,-1.7,Dropout
1,1,3,2,1,1,1,22,27,10,1,0,0,1,1,0,18,0,0,0,0.0,0,0,7.6,2.6,0.32,Graduate
1,14,1,9,1,1,1,1,28,2,0,0,0,1,1,0,21,0,11,2,10.5,0,0,12.7,3.7,-1.7,Dropout
1,8,1,14,1,1,1,13,27,6,0,0,0,1,1,0,18,0,6,6,13.5,0,0,12.7,3.7,-1.7,Dropout
1,15,1,4,1,1,1,1,3,22,0,0,0,1,1,0,19,0,17,1,11.0,0,0,16.2,0.3,-0.92,Enrolled
5,4,1,5,1,3,1,22,27,8,0,0,0,0,1,0,30,0,6,1,10.0,0,0,15.5,2.8,-4.06,Dropout
1,12,1,4,1,9,1,13,1,10,0,0,0,1,1,0,29,0,17,0,0.0,2,0,15.5,2.8,-4.06,Dropout
1,8,2,7,1,1,1,1,1,5,1,0,1,1,1,0,18,0,10,1,12.0,0,2,7.6,2.6,0.32,Dropout
1,1,2,14,1,1,1,1,1,10,1,0,0,1,1,1,18,0,6,4,12.25,0,0,9.4,-0.8,-3.12,Dropout
1,15,1,4,1,14,1,1,1,4,0,0,0,1,1,0,22,4,21,5,11.4,1,0,15.5,2.8,-4.06,Dropout
1,14,2,17,0,1,1,22,27,6,1,0,0,0,1,0,27,0,5,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,8,6,14,1,1,1,23,1,10,1,0,0,1,1,0,20,0,8,4,14.25,0,0,10.8,1.4,1.74,Graduate
1,16,1,3,0,2,1,13,28,10,0,0,0,1,1,0,42,8,12,11,14.454545454545457,0,0,11.1,0.6,2.02,Graduate
1,1,1,4,1,1,1,23,28,5,0,0,1,1,1,0,21,8,13,12,14.538461538461538,0,0,15.5,2.8,-4.06,Graduate
1,14,1,12,1,1,1,1,28,8,0,1,0,1,1,0,23,0,10,6,12.733333333333334,0,0,16.2,0.3,-0.92,Graduate
1,16,1,5,1,1,1,23,28,10,1,0,0,1,1,0,21,4,13,5,13.2,0,0,8.9,1.4,3.51,Dropout
1,1,3,2,1,1,1,4,3,2,1,0,0,1,1,0,19,0,0,0,0.0,0,0,12.7,3.7,-1.7,Graduate
2,12,1,10,1,1,1,22,27,8,0,0,0,1,1,1,40,0,7,6,12.333333333333334,0,0,8.9,1.4,3.51,Dropout
1,14,1,9,1,1,1,13,1,10,0,0,0,1,1,0,22,5,9,5,11.2,0,2,12.7,3.7,-1.7,Dropout
1,1,2,12,1,1,1,23,27,10,1,0,0,1,1,0,19,0,7,6,13.2,0,0,7.6,2.6,0.32,Graduate
1,12,1,7,1,1,1,13,27,10,0,0,0,1,1,1,24,0,8,5,11.833333333333334,0,0,12.7,3.7,-1.7,Enrolled
1,1,1,11,1,1,1,3,1,3,0,0,0,1,1,0,21,0,10,5,11.333333333333334,0,0,12.7,3.7,-1.7,Enrolled
1,8,4,7,1,1,1,3,1,10,1,0,0,1,1,0,18,0,5,5,13.6,0,0,8.9,1.4,3.51,Graduate
1,8,3,7,1,1,1,22,27,10,0,0,0,1,1,0,18,0,10,0,0.0,0,4,7.6,2.6,0.32,Dropout
1,16,1,14,1,1,1,3,1,4,0,0,0,1,1,0,24,0,11,5,12.857142857142858,0,0,11.1,0.6,2.02,Dropout
1,12,1,7,1,1,1,22,14,10,0,0,0,1,1,1,28,0,16,3,14.333333333333334,0,0,9.4,-0.8,-3.12,Enrolled
1,8,1,14,1,1,1,13,28,8,1,0,0,1,0,1,19,0,9,5,13.5,0,0,12.4,0.5,1.79,Graduate
1,16,1,6,1,15,1,3,3,5,0,0,0,1,0,0,28,0,8,6,14.428571428571429,0,0,11.1,0.6,2.02,Enrolled
1,8,3,16,1,1,1,10,1,5,1,0,0,1,0,0,18,0,12,0,0.0,0,0,7.6,2.6,0.32,Dropout
1,1,1,2,1,1,1,3,1,5,1,0,0,0,0,0,19,0,0,0,0.0,0,0,16.2,0.3,-0.92,Graduate
1,1,1,12,1,1,1,1,1,5,1,0,0,1,0,1,19,0,8,8,12.82875,0,0,9.4,-0.8,-3.12,Graduate
1,14,1,8,1,1,1,24,3,4,1,0,0,1,0,0,21,0,6,0,0.0,5,1,10.8,1.4,1.74,Graduate
1,1,3,12,1,1,1,1,14,5,1,0,1,1,0,0,18,0,0,0,0.0,0,0,13.9,-0.3,0.79,Dropout
1,1,4,5,1,1,1,3,14,2,1,0,0,1,0,0,19,0,6,6,14.666666666666666,0,0,9.4,-0.8,-3.12,Graduate
1,8,2,12,1,1,1,23,28,8,1,0,0,1,0,0,19,0,8,7,13.937142857142858,0,0,10.8,1.4,1.74,Graduate
1,1,1,5,1,1,1,3,1,3,1,0,0,1,0,0,20,7,12,10,14.7,0,0,15.5,2.8,-4.06,Graduate
1,1,2,15,1,1,1,1,1,10,1,0,0,1,0,0,18,0,6,6,11.666666666666666,0,0,12.7,3.7,-1.7,Graduate
1,14,4,12,1,6,1,22,27,10,1,0,0,1,0,0,20,0,7,6,14.85,0,0,7.6,2.6,0.32,Graduate
1,12,1,6,1,12,1,13,27,8,0,0,0,1,0,0,26,0,11,1,12.0,1,4,10.8,1.4,1.74,Dropout
1,9,4,12,1,1,1,3,1,4,1,0,0,1,0,0,18,0,8,7,13.6875,0,0,13.9,-0.3,0.79,Dropout
1,12,1,3,0,1,1,22,27,10,0,0,0,1,0,0,58,0,14,5,12.4,0,0,9.4,-0.8,-3.12,Graduate
1,1,2,12,1,1,1,1,3,5,0,0,0,1,0,0,18,0,10,7,13.398,0,0,15.5,2.8,-4.06,Graduate
1,15,1,6,1,1,1,1,1,5,1,0,0,1,0,0,20,0,13,5,11.8,0,0,12.4,0.5,1.79,Enrolled
1,8,1,17,0,1,1,23,27,7,0,0,0,1,0,0,20,0,0,0,0.0,0,0,11.1,0.6,2.02,Dropout
1,2,1,9,1,1,1,22,27,10,1,0,0,1,0,0,29,13,19,13,11.76923076923077,0,0,9.4,-0.8,-3.12,Graduate
1,4,1,10,1,3,1,1,1,5,0,0,1,0,0,0,27,0,8,0,0.0,0,0,16.2,0.3,-0.92,Dropout
1,1,1,6,1,1,1,13,28,6,1,0,0,1,0,1,21,0,8,6,13.285714285714286,0,0,11.1,0.6,2.02,Graduate
1,1,1,10,1,1,1,1,14,5,0,0,0,1,0,1,20,0,6,6,11.666666666666666,0,0,15.5,2.8,-4.06,Graduate
1,8,1,10,1,1,1,13,28,4,0,0,0,1,0,1,19,0,13,6,11.5,0,0,11.1,0.6,2.02,Graduate
1,1,1,12,1,1,1,22,28,7,1,0,0,1,0,1,22,0,9,6,13.081666666666669,0,0,11.1,0.6,2.02,Graduate
1,9,3,5,1,1,1,23,27,10,1,0,0,1,0,1,19,0,6,6,12.666666666666666,0,0,15.5,2.8,-4.06,Graduate
1,8,1,15,1,1,1,22,1,10,1,0,1,0,0,0,19,0,6,3,11.333333333333334,0,0,12.4,0.5,1.79,Dropout
1,1,3,16,1,1,1,3,3,3,1,0,0,1,0,0,23,0,8,5,13.6,0,0,7.6,2.6,0.32,Enrolled
1,1,3,15,1,1,1,1,1,5,1,0,0,1,0,1,18,0,6,6,13.166666666666666,0,0,12.4,0.5,1.79,Dropout
1,15,1,8,1,14,1,1,14,5,0,0,0,1,0,0,19,0,0,0,0.0,0,0,12.7,3.7,-1.7,Dropout
1,15,1,4,1,14,1,1,1,5,1,0,0,1,0,0,20,0,10,5,11.666666666666666,0,0,12.4,0.5,1.79,Graduate
1,1,4,10,1,1,1,1,28,10,1,0,0,1,0,1,19,0,6,6,13.5,0,0,11.1,0.6,2.02,Graduate
1,12,1,6,1,12,1,22,27,10,1,0,1,0,0,1,26,0,7,0,0.0,0,0,13.9,-0.3,0.79,Dropout
